name,city,area,cuisines_clean,rating_clean,delivery_mins,minDeliveryTime,maxDeliveryTime,cost_two_clean,visibility_index
Happy Platter,Bangalore,Rajajinagar,"Chinese, Combo, Italian, Pastas, Snacks",4,56,56,56,300,18.46048207
Delicacy,Bangalore,Pulikeshi Nagar,"Chinese, Thai",4.2,56,56,56,400,26.10974562
HUNGRY CHANG,Bangalore,Koramangala,"Chinese, Fast, Food, Pan-Asian, Combo",3.8,57,57,57,280,17.53745796
Gudbud,Bangalore,Koramangala,"Ice, Cream, Desserts",4.6,51,51,51,300,28.59638806
New kadai restaurant,Bangalore,Ganganagar,"Tandoor, Chinese, Juices, Ice, Cream",4.1,53,53,53,400,18.92199412
Food Paradise,Bangalore,Malleshwaram,"Mughlai, North, Indian, Chinese, Fast, Food",3.9,53,53,53,326,17.99897002
Punjabi Unplugged,Bangalore,Koramangala,"North, Indian, Chinese, Indian, Mughlai",3.9,54,54,54,300,24.24476379
Dock Frost'd -Ice Cream & Milkshakes,Bangalore,Koramangala,"Desserts, Ice, Cream, Beverages",4.4,54,54,54,250,27.35306684
Chung Wah Opus,Bangalore,Jayanagar,"Chinese, Pan-Asian",3.8,47,47,47,300,17.53745796
Kamat Bugle Rock,Bangalore,Basavanagudi,"North, Indian, South, Indian",4.4,57,57,57,400,20.30653027
Barbeque Nation,Bangalore,Domlur,"North, Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",3.8,50,50,50,600,14.9409374
GREEN CHILLY,Bangalore,Rajajinagar,"Chinese, North, Indian, Indian",4.3,62,62,62,300,19.84501822
M/s. SUKHSAGAR HOTEL GANDHINAGAR,Bangalore,Gandhi Nagar,"North, Indian",4.2,46,46,46,200,16.51366766
DELHI CHAAT HOUSE,Bangalore,Indiranagar,"Chaat, Indian",3.6,60,60,60,225,10.96028078
Sree Ganesha Fruit Juice Centre,Bangalore,Frazer Town,"Beverages, Juices, Snacks, Fast, Food",,51,51,51,300,
Savoury,Bangalore,Pulikeshi Nagar,"Biryani, Mughlai, Kebabs, Desserts",4.4,48,48,48,800,30.39852103
The Congee Concept,Bangalore,Indiranagar,"South, Indian",4.6,50,50,50,300,21.22955438
Pipabu,Bangalore,Koramangala,"Pizzas, Italian, American, Continental, Salads, Desserts",4,59,59,59,250,24.8664244
Frozen Coast,Bangalore,Malleshwaram,"Indian, Snacks, Beverages",,68,68,68,300,
Adithya Tiffin Centre,Bangalore,Shanti Nagar,"North, Indian",,46,46,46,200,
YUM YUM KOLKATA,Bangalore,Indiranagar,"Bengali, Indian, Chinese",4.4,63,63,63,400,20.30653027
Bikaner Sweets,Bangalore,Jayanagar,Sweets,3.7,50,50,50,99,11.26473302
Candice's Gourmet Sandwiches,Bangalore,Indiranagar,"Continental, American",4.4,55,55,55,650,20.30653027
Bheemavarma's Biryani,Bangalore,Indiranagar,"Biryani, Andhra, Chettinad, South, Indian, Hyderabadi, Kebabs, Combo",4.2,59,59,59,600,16.51366766
Rice Spice & That Thing Nice,Bangalore,Indiranagar,"Kerala, Combo, Indian, Beverages",4.2,55,55,55,500,19.38350617
RJ 14 KITCHEN,Bangalore,Rajajinagar,"North, Indian, Thalis",,63,63,63,300,
Keventers Ice Creamery,Bangalore,Koramangala,"Ice, Cream, Desserts",4.9,57,57,57,200,14.91815994
ATH - All Things Healthy!,Bangalore,Indiranagar,"Healthy, Food, Indian, Bakery, Snacks, North, Indian, Keto",4.5,57,57,57,200,20.76804233
Sea Spice Multicuisine Restaurant,Bangalore,Malleshwaram,"Seafood, Chinese, Biryani",,59,59,59,400,
BigBites,Bangalore,Frazer Town,"Street, Food, Fast, Food, Tex-Mex",,56,56,56,300,
Thali Wala,Bangalore,Banashankari,"Indian, Chinese, Desserts",,62,62,62,300,
South Ruchi's,Bangalore,Chickpet,"Chinese, Fast, Food, North, Indian, South, Indian",4,47,47,47,150,12.17808975
Pure Veg Meals by Lunchbox,Bangalore,Shantinagar,"North, Indian, Desserts, Biryani",,45,45,45,200,
The Biryani Experiment,Bangalore,Indiranagar,"Biryani, Hyderabadi, Indian, Kebabs, North, Indian, South, Indian, Andhra, Afghani, Combo, Desserts, Beverages, Punjabi, Kerala, Sweets, Arabian, Lucknowi, Parsi, Tandoor",3.9,52,52,52,500,17.99897002
The Golden Scoop,Bangalore,Malleshwaram,Indian,,61,61,61,300,
NOTO - Healthy Ice Cream,Bangalore,Rajajinagar,"Ice, Cream, Healthy, Food, Desserts",4.3,54,54,54,250,19.84501822
Eat O Clock,Bangalore,Jayanagar,"Chaat, Snacks, Street, Food, North, Indian, South, Indian",,50,50,50,200,
Grand Vaishno Dhaba,Bangalore,Koramangala,"North, Indian",,61,61,61,200,
Barbecue by Punjab Grill,Bangalore,MANTRI SQARE MALL,"North, Indian, Indian, Biryani, Punjabi, Kebabs, Mughlai, Desserts",,61,61,61,900,
Thalis  Bowls & More,Bangalore,Central Bangalore,"Pizzas, North, Indian, American, Thalis, Beverages, Combo, Punjabi",,50,50,50,300,
Khan Saheb Grills and Rolls,Bangalore,Commercial Street,"Tandoor, Mughlai, North, Indian, Kebabs",4.3,39,39,39,300,16.90685022
Fishs of the day,Bangalore,Malleshwaram,Seafood,,67,67,67,400,
Kitchens of China,Bangalore,Koramangala,"Chinese, Combo, Asian",,56,56,56,350,
Flying Kombucha,Bangalore,Brigade road,"Juices, Beverages",,44,44,44,200,
Shawarma Grill House,Bangalore,Rajajinagar,Arabian,,56,56,56,200,
The Higher Taste Stores - ISKCON,Bangalore,Malleshwaram,"Sweets, Fast, Food, North, Indian, Italian, Beverages, Desserts",4.4,59,59,59,200,27.35306684
Responsible Biryani,Bangalore,Indiranagar,"Biryani, North, Indian, Mughlai, Tandoor, Kebabs",4.2,55,55,55,450,16.51366766
BurgerHaus Gourmet Burgers,Bangalore,Indiranagar,"American, Continental, Beverages, Desserts",3.9,58,58,58,600,17.99897002
RENUKA FOODS,Bangalore,Frazer Town,"Indian, Biryani, Chinese",,54,54,54,300,
English thyme restaurant,Bangalore,Koramangala,Indian,,59,59,59,300,
Sendhoor Coffee,Bangalore,Cambridge layout,"South, Indian, Indian, Beverages",4.3,46,46,46,200,29.70764555
Dwarkamai Pure Veg Restaurant,Bangalore,Basavanagudi,"North, Indian, Chinese, Tandoor",4.1,49,49,49,400,18.92199412
Smoky and Snacky,Bangalore,Basavanagudi,"Chinese, Fast, Food, Indian",,49,49,49,180,
Sai cafe veg,Bangalore,Malleshwaram,"South, Indian",4.3,54,54,54,250,19.84501822
S R BIRIYANI HOUSE,Bangalore,Indiranagar,"Biryani, Indian",2.7,53,53,53,150,8.220210582
Maven Kitchen,Bangalore,Viveka Nagar,"Naga, Chinese",4.6,50,50,50,199,21.22955438
Third Wave Coffee,Bangalore,Ashok Nagar,"Beverages, Bakery, Continental",4.4,33,33,33,400,20.30653027
Shetty's Karavali,Bangalore,Frazer Town,"South, Indian, Seafood, Biryani, Beverages",,50,50,50,500,
Wandercrust,Bangalore,Richmond Town,"Pizzas, Italian",,40,40,40,350,
DNA cuisine-Doctor Nutri Ambrosia,Bangalore,Rajajinagar,"Salads, Healthy, Food, Beverages",,71,71,71,250,
The Momo Co.,Bangalore,Koramangala,"Chinese, Pan-Asian, Tibetan",3.8,55,55,55,250,14.9409374
Pathaan Sir,Bangalore,Pulikeshi Nagar,"Fast, Food",4.2,47,47,47,300,19.38350617
Auntie Fungs,Bangalore,Indiranagar,"Chinese, Thai, Asian",4,59,59,59,600,18.46048207
Food Adda,Bangalore,Basavanagudi,Pizzas,,55,55,55,500,
MiMi Takeout by Taiki,Bangalore,Jayanagar,"Chinese, Asian, Thai",4.4,63,63,63,850,13.39589873
Asian Hawker,Bangalore,Vasanth Nagar,"Chinese, Pan-Asian, Desserts, Beverages",,50,50,50,350,
Aalishan Restaurant & Caterer,Bangalore,Koramangala,"Mughlai, North, Indian",4.3,52,52,52,290,19.84501822
Lazeez Ambur Dum Biryani,Bangalore,Ejipura,"Biryani, Chinese, North, Indian, Punjabi, Snacks, Fast, Food",,59,59,59,250,
CANDY CLOUD FACTORY,Bangalore,Basavanagudi,"Beverages, Desserts, Fast, Food, Ice, Cream",,50,50,50,300,
Oh! Calcutta,Bangalore,Ashok Nagar,Bengali,4.3,36,36,36,800,19.84501822
Rolls Kitchen,Bangalore,Langford Gardens,"Fast, Food",4.4,35,35,35,200,27.35306684
La-Casa,Bangalore,Sheshadripuram,"Desserts, Ice, Cream, Beverages",,49,49,49,150,
The Sugar Free Keto Kafe - By Artinci,Bangalore,Domlur,"Ice, Cream, Healthy, Food, Keto, Desserts, Snacks, Beverages, Bakery",4.7,60,60,60,200,18.47958047
Karnataka Bhel House,Bangalore,Malleshwaram,"Chaat, Snacks",4.2,54,54,54,100,16.51366766
Gopaljee Cafe,Bangalore,Koramangala,"Indian, North, Indian, Fast, Food",4.3,55,55,55,350,19.84501822
london dairy,Bangalore,Guttahalli,"Ice, Cream",,50,50,50,250,
McCafe by McDonald's,Bangalore,Jogupalya,"Beverages, Desserts",,52,52,52,250,
69 DACKER'S LANE,Bangalore,Indiranagar,"Bengali, Biryani",,61,61,61,250,
Punjab Mail,Bangalore,Malleshwaram,"North, Indian, Punjabi, Thalis, Chinese, Combo, Snacks",4.1,53,53,53,300,18.92199412
ITC Sunfeast Baked Creations,Bangalore,Cox Town,"Bakery, Desserts",4.6,57,57,57,600,21.22955438
ITC Master Chef Creations,Bangalore,Cox Town,"North, Indian, Indian, Punjabi, Biryani, Chaat, Kebabs, Tandoor, Mughlai, Combo, Desserts",4.4,64,64,64,650,27.35306684
Yelneer Katte,Bangalore,Basavanagudi,Beverages,3.4,55,55,55,130,10.35137629
Ketogenic Foods,Bangalore,Vasanth Nagar,"Continental, Desserts, Healthy, Food",4.2,44,44,44,1200,12.78699424
HAPPY KYDZ CAFE,Bangalore,Indiranagar,"Fast, Food, Beverages",,61,61,61,200,
Nisarga Garden,Bangalore,Basavanagudi,"North, Indian, South, Indian, Chaat, Beverages",4.1,56,56,56,200,18.92199412
Skoosh Bubble Tea,Bangalore,Basavanagudi,Beverages,4.4,48,48,48,300,13.39589873
Punjabi Momos,Bangalore,Central Bangalore,"Chinese, Fast, Food, Snacks, Desserts, Beverages, Asian, Tibetan",,46,46,46,300,
Green G Juice Bar,Bangalore,Indiranagar,"Beverages, Continental, Desserts",4.2,60,60,60,200,12.78699424
ITC Windsor - Gourmet Couch,Bangalore,Vasanth Nagar,"North, Indian, Mughlai, Biryani, Grill, Seafood, Kebabs, Desserts",4.5,55,55,55,2500,13.70035097
RCB CAFE,Bangalore,Central Bangalore,Bakery,,47,47,47,700,
Deja Bowl,Bangalore,Domlur,"North, Indian, Home, Food, Combo, Desserts, Indian, Punjabi, Chinese",4.2,57,57,57,300,12.78699424
Kitchen of Joy,Bangalore,Indiranagar,"Bengali, Fast, Food, Chinese",4.4,55,55,55,250,20.30653027
Chichas,Bangalore,Basavanagudi,"Chinese, Indian",,49,49,49,250,
Davanagere Benne Dose,Bangalore,Jayanagar,"South, Indian",4.1,49,49,49,120,18.92199412
Holy Doh!,Bangalore,Central Bangalore,"Pizzas, Italian",,50,50,50,600,
Taste Of Tibet,Bangalore,Central Bangalore,Chinese,4.6,39,39,39,250,18.08639791
154 Breakfast Club,Bangalore,Koramangala,"Continental, American",4.4,61,61,61,1000,20.30653027
Chaat House,Bangalore,Koramangala,"Beverages, Ice, Cream, North, Indian, Snacks",,59,59,59,200,
Dr.Gelato,Bangalore,Indiranagar,Desserts,4.5,40,40,40,300,17.69321535
Goodness Grills,Bangalore,Richmond Town,"Healthy, Food, Continental, Keto, Indian, Salads",3.8,39,39,39,350,17.53745796
Vegan kitchen - By Infinitea,Bangalore,Indiranagar,"Continental, Desserts, Italian, Healthy, Food",4.5,55,55,55,1200,13.70035097
Juice Shop,Bangalore,Rajajinagar,"Juices, Beverages, Desserts, Ice, Cream",3.8,57,57,57,150,17.53745796
MAHESHWARI CHAATS CENTRE,Bangalore,Frazer Town,"Chaat, Snacks",,49,49,49,99,
U.S Pizza,Bangalore,Shivaji Nagar,"Pizzas, Fast, Food, Beverages, Salads, Pastas, Desserts",,44,44,44,400,
RCB Bar & Cafe,Bangalore,Ashok Nagar,"Indian, Asian, Continental",4.3,46,46,46,750,16.90685022
Biggies Burger 'n' More,Bangalore,Ashok Nagar,"Fast, Food, American, Attractive, Combos, Available, Beverages, Combo, Desserts, Snacks",4.1,38,38,38,300,16.12048509
Say Cheese! Pizza,Bangalore,Indiranagar,"Pizzas, Italian, Desserts, Pastas",3.4,54,54,54,400,10.35137629
Chai Point,Bangalore,Ashok Nagar,"Bakery, Combo, Beverages, Maharashtrian, Snacks, Street, Food, South, Indian, Punjabi, Fast, Food",4.5,36,36,36,150,27.97472745
SUVARNA VEG RESTAURANT,Bangalore,Vijayanagar,"Indian, North, Indian, Beverages",,64,64,64,300,
BTR - Bhatinda Tiffin Room,Bangalore,Malleshwaram,"North, Indian, Thalis, Punjabi, Combo",4.1,55,55,55,250,18.92199412
Chetty's Corner,Bangalore,Chickpet,"Fast, Food",4,51,51,51,200,12.17808975
Thalaivars Biryani,Bangalore,Central Bangalore,"Biryani, Indian",4.3,40,40,40,200,19.84501822
Hakkachow,Bangalore,Ashok Nagar,Asian,4.1,45,45,45,500,12.48254199
Flodeis,Bangalore,Vijayanagar,"Continental, Desserts, Beverages, Snacks",,64,64,64,400,
Sriracha,Bangalore,Ashok Nagar,Asian,4,45,45,45,1600,12.17808975
Sanchez,Bangalore,Ashok Nagar,"Mexican, Salads",4.7,45,45,45,1200,14.30925546
Chaipatty,Bangalore,Indiranagar,"Fast, Food, Beverages, Pizzas, Street, Food, Snacks",3.9,56,56,56,200,15.33411997
Shehzadas Biryani,Bangalore,Koramangala,"Biryani, Hyderabadi, Andhra, North, Indian, South, Indian, Tandoor, Chinese, Seafood",4.2,66,66,66,350,12.78699424
Smoke House Deli,Bangalore,Ashok Nagar,"European, Italian, American, Pastas, Salads, Juices, Desserts, Combo",4.5,39,39,39,800,27.97472745
RR Spicy Bangarpet Chat House,Bangalore,Majestic,"Chaat, Fast, Food",,59,59,59,150,
New Agarwal Bhavan,Bangalore,Malleshwaram,"Bakery, Sweets, Snacks",4.2,51,51,51,150,19.38350617
Uttara Karnataka  foods,Bangalore,Basavanagudi,"South, Indian, Snacks",,51,51,51,200,
Sri Ganesh Juice Center,Bangalore,New Tippasandra,Beverages,4.5,61,61,61,200,17.69321535
Breakfast Express,Bangalore,Indiranagar,"Continental, North, Indian, South, Indian, American, Beverages, British, Cafe, Combo, European, Desserts",4.2,52,52,52,200,26.10974562
Bombay Kulfi,Bangalore,Sudhama Nagar,"Desserts, Ice, Cream",3.9,38,38,38,100,15.33411997
Lassi Corner,Bangalore,Koramangala,"Beverages, Ice, Cream",3.3,53,53,53,199,10.04692404
Hotel Revoli Inn,Bangalore,Sudhama Nagar,"Indian, Chinese, Tandoor, South, Indian",4,38,38,38,400,15.72730253
RJ 19 Cafe,Bangalore,Shanti Nagar,"North, Indian",,47,47,47,200,
GOURMET GLOCAL - SANDWICHES & SALADS,Bangalore,Indiranagar,"Continental, Beverages",,61,61,61,500,
Pure & Sure Organic Cafe,Bangalore,Jayanagar,"Italian-American, Continental, Juices, Beverages",,49,49,49,350,
Dadi Di Rasoi,Bangalore,Shanti Nagar,"North, Indian",3.7,44,44,44,200,11.26473302
Sree Venkateshwara Foods,Bangalore,Indiranagar,"Hyderabadi, Andhra, Continental",3.8,51,51,51,500,14.9409374
XO Belgian Waffle,Bangalore,Koramangala,Desserts,4.3,50,50,50,250,19.84501822
Bangalore Mandarin,Bangalore,Indiranagar,Chinese,4.3,51,51,51,800,26.73140623
Snack A Way by ITC Master Chef,Bangalore,Cox Town,"Fast, Food, Mughlai, Lebanese, Chaat, Snacks, Desserts",4,62,62,62,450,12.17808975
Tandoor and Tadka,Bangalore,Indiranagar,"North, Indian, Tandoor, Chinese",3.8,59,59,59,250,14.9409374
Tree Tops Bar & Kitchen,Bangalore,Ashok Nagar,"Indian, Fast, Food, Pastas, Desserts",,38,38,38,800,
Chung Wah Express,Bangalore,Ashok Nagar,Chinese,,46,46,46,450,
Rajasthani Dhaba,Bangalore,Shanti Nagar,"North, Indian",3.8,40,40,40,200,17.53745796
Jaynagar Thindi Mane,Bangalore,Jayanagar,"South, Indian, North, Indian, Chinese, Beverages, Chaat",,54,54,54,200,
Hotel Tom's Restaurant,Bangalore,Ashok Nagar,"Mangalorean, Biryani, Seafood, Chinese, North, Indian, Desserts, South, Indian, Combo",4.4,35,35,35,400,20.30653027
BOWLSS OF BLISS,Bangalore,Ashok Nagar,"Ice, Cream, Healthy, Food, American, Desserts, Beverages, Keto",,38,38,38,150,
ANDHRA HOME BIRIYANI,Bangalore,Kodihalli,Biryani,,70,70,70,250,
Hungry Panda - Deliciously Chinese,Bangalore,Indiranagar,"Chinese, Asian, Thai",3.2,63,63,63,600,9.742471801
The Fast Food,Bangalore,Malleshwaram,Indian,4.3,61,61,61,150,16.90685022
HIMADRI ICE CREAM,Bangalore,Majestic,"Ice, Cream, Beverages, Desserts",,40,40,40,250,
Cantan,Bangalore,Ashok Nagar,"Chinese, Asian, Vietnamese, Pan-Asian, Seafood, Desserts",4.5,35,35,35,1000,20.76804233
TIMES SQUARE CAFE,Bangalore,Ashok nagar,"Fast, Food, Desserts, Combo, Beverages",,38,38,38,300,
Juice Junction,Bangalore,Ashok Nagar,"Juices, Fast, Food",4.5,31,31,31,150,20.76804233
Easy Bites by Hotel Empire,Bangalore,Ashok Nagar,"Snacks, American",,44,44,44,200,
The Empire Juice Shop,Bangalore,Ashok Nagar,"Juices, Ice, Cream",3.5,39,39,39,200,10.65582853
Paratha House,Bangalore,Shanti Nagar,"North, Indian",,45,45,45,200,
Udupi Sri Krishna Bhavan,Bangalore,Majestic,"South, Indian",,39,39,39,200,
Salasar Balaji Restaurant,Bangalore,Shanti Nagar,"North, Indian",,54,54,54,200,
Akkad Bakkad - Kids Meals,Bangalore,Indiranagar,"North, Indian, Punjabi, Street, Food, South, Indian",,53,53,53,400,
Portland Steak House,Bangalore,Ashok Nagar,"American, European",4.1,45,45,45,1500,16.12048509
Anjana Iyengar Bakery And Chats,Bangalore,Indiranagar,"Bakery, Desserts, Snacks",,57,57,57,200,
New TAJ BRIYANI,Bangalore,Indiranagar,"Biryani, Chinese",,55,55,55,200,
Friends Euro Restaurant ,Bangalore,Koramangala,"Chinese, Continental, Indian, Fast, Food",,65,65,65,599,
Shawarma Time,Bangalore,J.C.Nagar,Arabian,4.3,48,48,48,150,16.90685022
five star chicken and koli hut,Bangalore,Malleshwaram,"Fast, Food, Snacks, Kebabs",,55,55,55,150,
Goli Vada Pav No .1,Bangalore,Indiranagar,"Maharashtrian, North, Indian, Fast, Food, Street, Food",4.4,47,47,47,100,20.30653027
1131 BAR+KITCHEN,Bangalore,Indiranagar,Indian,3.9,60,60,60,1200,11.87363751
Wow! China,Bangalore,Ashok Nagar,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.7,37,37,37,300,17.07594591
Blue Tokai Coffee Roasters,Bangalore,Shivaji Nagar,"Healthy, Food, American, Lebanese, Mediterranean, European, Juices, Middle, Eastern",4.7,38,38,38,800,18.47958047
Sheeshkebab,Bangalore,Pulikeshi Nagar,"Persian, Arabian, Indian, Middle, Eastern, Biryani",4.2,55,55,55,600,19.38350617
Vallari Roti and Snacks Ghar,Bangalore,Malleshwaram,Indian,4.4,53,53,53,250,17.30003278
Garden city hotel,Bangalore,Wilson Garden,"North, Indian, Chinese, Tandoor, Biryani",,49,49,49,250,
Cake Pastries,Bangalore,Rajajinagar,Bakery,3.9,58,58,58,500,11.87363751
Salad Matters,Bangalore,Koramangala,"Salads, Healthy, Food, Desserts, Beverages",4.5,65,65,65,550,20.76804233
Papacream,Bangalore,Koramangala,"Ice, Cream",,59,59,59,350,
Tunday Kababi,Bangalore,Koramangala,"Mughlai, Lucknowi",4.1,56,56,56,300,18.92199412
Hokart - Sri Vinayaka chats,Bangalore,Malleshwaram,"Chaat, Street, Food, Snacks, Indian",,59,59,59,120,
Via Milano,Bangalore,Jayanagar,"Pizzas, Italian, European, Mediterranean, Pastas, Continental, Seafood, Middle, Eastern, Grill, Greek, Salads, Oriental",4.5,46,46,46,800,13.70035097
Keventers - Milkshakes and Desserts,Bangalore,Central Bangalore,"Beverages, Ice, Cream, Desserts, Healthy, Food",4.4,47,47,47,300,17.30003278
Terra Bites,Bangalore,Koramangala,"Continental, American, Italian, Mexican",4.4,61,61,61,700,13.39589873
Badmaash,Bangalore,Ashok Nagar,"North, Indian, Biryani, Indian, Punjabi, Kebabs, Mughlai, Fast, Food, Hyderabadi, Desserts, Seafood",,38,38,38,600,
Grand Foodies Restaurant,Bangalore,Central Bangalore,"Street, Food, Indian, Chinese, Biryani",,46,46,46,220,
BASMATI'S BRIYANI NATION,Bangalore,Koramangala,"Biryani, Andhra, Hyderabadi, South, Indian, North, Indian, Tandoor, Beverages, Desserts",3.4,56,56,56,300,10.35137629
LOT LIKE CREPES INDIRANAGAR,Bangalore,Indiranagar,"French, American, Italian, Desserts",4.3,58,58,58,500,16.90685022
Uday Sweets,Bangalore,Koramangala,"Fast, Food",3.9,49,49,49,100,15.33411997
GULBARGA REFRESHMENTS,Bangalore,Rajajinagar,"South, Indian, North, Indian, Beverages",,56,56,56,200,
HOUSE OF BELGIAN,Bangalore,Basavanagudi,"Desserts, Beverages, Snacks",,59,59,59,250,
China Pearl,Bangalore,Koramangala,"Chinese, Asian",4.5,64,64,64,1100,31.08939651
The Dessert Corner,Bangalore,Indiranagar,"Bakery, Desserts",4.5,60,60,60,200,13.70035097
ROYCE' Chocolate,Bangalore,Ulsoor,"Desserts, Sweets, Snacks",4.9,48,48,48,750,14.91815994
Voosh Dakshin,Bangalore,Battarahalli,"South, Indian, Beverages, Snacks, Combo",,57,57,57,129,
Yum In My Tum,Bangalore,Koramangala,"Chinese, Continental, Beverages, Pizzas, Italian, North, Indian, Pastas, Desserts, Tibetan, Healthy, Food",3.9,54,54,54,200,24.24476379
Friendly Neighbourhood Pizza-Man VV Puram,Bangalore,Basavanagudi,Pizzas,,47,47,47,260,
Amma's Pastries,Bangalore,Frazer Town,"Bakery, Desserts",4.4,44,44,44,350,17.30003278
Absolute Combos,Bangalore,Indiranagar,"Andhra, Biryani, Chinese",,58,58,58,400,
NH8,Bangalore,Indiranagar,"Rajasthani, Gujarati, North, Indian, Snacks, Desserts, Beverages, Thalis, Chaat",4,63,63,63,350,15.72730253
Burger It Up,Bangalore,Central Bangalore,"American, Continental, Beverages, Desserts, Fast, Food",4.1,47,47,47,200,12.48254199
Momo Monk,Bangalore,Central Bangalore,"Pan-Asian, Chinese",4.2,39,39,39,180,12.78699424
HOPSHAUS,Bangalore,Indiranagar,"Pizzas, American, Indian, Pan-Asian, Chinese, Kebabs",,69,69,69,600,
New Dillibite,Bangalore,Jogupalya,"Bengali, Chinese, Indian",,47,47,47,300,
Carols Pastries & Bakers,Bangalore,Central Bangalore,Bakery,4.5,45,45,45,500,13.70035097
Atithi Satkaar,Bangalore,Nagarathpete,Indian,,46,46,46,350,
Bombay Kulfis,Bangalore,Basavanagudi,"North, Indian, Desserts, Fast, Food",4.7,37,37,37,100,21.69106643
Sri Ganesha Fruit Juice Centre,Bangalore,DOMLUR,"Juices, Beverages",,63,63,63,100,
Snack House,Bangalore,Central Bangalore,"Fast, Food, Street, Food",4.2,40,40,40,300,16.51366766
CHASKA,Bangalore,Rajajinagar,"Fast, Food, Snacks, Beverages",,68,68,68,200,
Yogisthaan,Bangalore,Indiranagar,"Healthy, Food, North, Indian, Beverages, Indian, Mediterranean, Italian, Salads",4.2,57,57,57,600,19.38350617
Chinita Real Mexican Food,Bangalore,Indiranagar,"Mexican, Beverages, Salads",4.5,53,53,53,1000,27.97472745
Tata Cha now Qmin,Bangalore,Vasanth Nagar,"Beverages, Bakery, Chaat, Desserts, Fast, Food, Home, Food, Maharashtrian, Snacks, Street, Food, Sweets, Indian, Combo, Parsi",4.2,46,46,46,200,19.38350617
Momo Rice Noodles,Bangalore,Ejipura,"Chinese, Thai",4.2,56,56,56,350,19.38350617
Paratha Plaza,Bangalore,Indiranagar,"North, Indian",4.4,53,53,53,250,20.30653027
The Biryani Life,Bangalore,Shantinagar,"Biryani, Hyderabadi, Lucknowi, North, Indian, Mughlai, Combo, Desserts",4,38,38,38,250,12.17808975
HUDA BAKERY AND CHATS,Bangalore,Central Bangalore,"Desserts, Chaat",,44,44,44,100,
Mandarin Oak- The Heavenly Chinese,Bangalore,Indiranagar,"Chinese, Asian, Thai",,55,55,55,350,
Cupcake Noggins - CakesPastries and Desserts,Bangalore,Koramangala,"Desserts, British, Bakery, Pizzas, Snacks",4.3,57,57,57,150,19.84501822
Tea Brew,Bangalore,Domlur,"American, Italian, Beverages, Continental, Chinese, Pastas, Pizzas, Fast, Food",4.1,57,57,57,350,18.92199412
